SRC,DST,DST_C,Class_major,class
13051,13179,0.000,0.000,0
13051,45053,0.000,0.000,0
13053,13197,1.000,0.667,1
13053,13215,1.000,0.667,1
13053,13259,0.000,0.667,1
13055,13295,0.000,0.000,0
13057,13085,0.000,0.250,0
13057,13117,1.000,0.250,0
13057,13129,0.000,0.250,0
13057,13227,0.000,0.250,0
13059,13219,1.000,1.000,1
13061,13061,0.000,0.000,0
13061,13239,0.000,0.000,0
13063,13063,0.000,0.000,0
13063,13255,0.000,0.000,0
13067,13223,0.000,0.000,0
13069,13069,0.000,0.000,0
13071,13071,0.000,0.000,0
13071,13075,0.000,0.000,0
13071,13205,0.000,0.000,0
13071,13321,0.000,0.000,0
13073,13181,0.000,0.200,0
13073,13189,0.000,0.200,0
13073,13245,1.000,0.200,0
13073,45037,0.000,0.200,0
13073,45065,0.000,0.200,0
13075,13075,0.000,0.000,0
13077,13077,0.000,0.000,0
13077,13149,0.000,0.000,0
13077,13199,0.000,0.000,0
13077,13255,0.000,0.000,0
13077,13285,0.000,0.000,0
13079,13153,1.000,0.250,0
13079,13207,0.000,0.250,0
13079,13269,0.000,0.250,0
13079,13293,0.000,0.250,0
13081,13081,0.000,0.167,0
13081,13177,0.000,0.167,0
13081,13261,1.000,0.167,0
13081,13321,0.000,0.167,0
13083,13083,0.000,0.250,0
13083,13295,0.000,0.250,0
13083,47065,1.000,0.250,0
13085,13085,0.000,0.100,0
13085,13117,1.000,0.100,0
13085,13123,0.000,0.100,0
13085,13139,0.000,0.100,0
13085,13187,0.000,0.100,0
13085,13227,0.000,0.100,0
13087,13131,0.000,0.000,0
13087,13205,0.000,0.000,0
13091,13091,1.000,0.500,0
13091,13235,0.000,0.500,0
13093,13153,1.000,0.667,1
13093,13235,0.000,0.667,1
13093,13261,1.000,0.667,1
13095,13095,1.000,0.500,0
13095,13177,0.000,0.500,0
13095,13205,0.000,0.500,0
13095,13321,0.000,0.500,0
13097,13223,0.000,0.000,0
13103,45049,0.000,0.000,0
13103,45053,0.000,0.000,0
13105,13147,0.000,0.000,0
13105,13181,0.000,0.000,0
13105,45007,0.000,0.000,0
13105,45065,0.000,0.000,0
13107,13163,0.000,0.600,1
13107,13165,1.000,0.600,1
13107,13267,0.000,0.600,1
13107,13279,1.000,0.600,1
13107,13283,1.000,0.600,1
13109,13109,0.000,0.000,0
13109,13179,0.000,0.000,0
13109,13267,0.000,0.000,0
13111,13123,0.000,0.000,0
13111,13187,0.000,0.000,0
13111,13213,0.000,0.000,0
13111,37039,0.000,0.000,0
13113,13255,0.000,0.000,0
13115,13129,0.000,0.000,0
13115,13295,0.000,0.000,0
13117,13117,1.000,0.500,0
13117,13139,0.000,0.500,0
13119,13119,0.000,0.000,0
13119,13147,0.000,0.000,0
13119,13257,0.000,0.000,0
13123,13123,0.000,0.000,0
13123,13129,0.000,0.000,0
13123,13213,0.000,0.000,0
13123,13227,0.000,0.000,0
13125,13125,0.000,0.000,0
13125,13163,0.000,0.000,0
13127,13127,1.000,0.500,0
13127,13191,0.000,0.500,0
13129,13129,0.000,0.000,0
13129,13213,0.000,0.000,0
13129,13227,0.000,0.000,0
13129,13295,0.000,0.000,0
13129,13313,0.000,0.000,0
13131,13131,0.000,0.000,0
13131,13205,0.000,0.000,0
13133,13211,0.000,0.250,0
13133,13219,1.000,0.250,0
13133,13237,0.000,0.250,0
13133,13265,0.000,0.250,0
13135,13139,0.000,0.000,0
13137,13139,0.000,0.000,0
13137,13241,0.000,0.000,0
13137,13257,0.000,0.000,0
13137,13311,0.000,0.000,0
13139,13139,0.000,0.000,0
13139,13187,0.000,0.000,0
13139,13311,0.000,0.000,0
13141,13237,0.000,0.000,0
13141,13265,0.000,0.000,0
13143,13143,0.000,0.000,0
13143,13223,0.000,0.000,0
13145,13145,1.000,0.667,1
13145,13199,0.000,0.667,1
13145,13215,1.000,0.667,1
13145,13285,0.000,0.667,1
13147,13147,0.000,0.000,0
13147,45007,0.000,0.000,0
13149,13149,0.000,0.000,0
13149,13285,0.000,0.000,0
13151,13217,0.000,0.000,0
13151,13255,0.000,0.000,0
13153,13153,1.000,0.500,0
13153,13235,0.000,0.500,0
13153,13289,0.000,0.500,0
13157,13219,1.000,1.000,1
13159,13159,0.000,0.000,0
13159,13169,0.000,0.000,0
13159,13207,0.000,0.000,0
13159,13211,0.000,0.000,0
13159,13217,0.000,0.000,0
13159,13237,0.000,0.000,0
13161,13209,0.000,0.500,0
13161,13279,1.000,0.500,0
13163,13163,0.000,0.250,0
13163,13189,0.000,0.250,0
13163,13245,1.000,0.250,0
13165,13165,1.000,1.000,1
13167,13283,1.000,0.500,0
13167,13319,0.000,0.500,0
13169,13169,0.000,0.000,0
13169,13207,0.000,0.000,0
13169,13237,0.000,0.000,0
13169,13289,0.000,0.000,0
13169,13319,0.000,0.000,0
13171,13171,0.000,0.000,0
13171,13207,0.000,0.000,0
13171,13231,0.000,0.000,0
13171,13255,0.000,0.000,0
13171,13293,0.000,0.000,0
13175,13283,1.000,0.333,0
13175,13289,0.000,0.333,0
13175,13319,0.000,0.333,0
13177,13177,0.000,0.250,0
13177,13261,1.000,0.250,0
13177,13321,0.000,0.250,0
13179,13179,0.000,0.000,0
13179,13183,0.000,0.000,0
13179,13191,0.000,0.000,0
13179,13267,0.000,0.000,0
13181,13181,0.000,0.000,0
13181,13189,0.000,0.000,0
13181,45065,0.000,0.000,0
13183,13183,0.000,0.000,0
13183,13191,0.000,0.000,0
13183,13267,0.000,0.000,0
13187,13187,0.000,0.000,0
13187,13311,0.000,0.000,0
13189,13189,0.000,0.500,0
13189,13245,1.000,0.500,0
13191,13191,0.000,0.000,0
13193,13249,0.000,0.333,0
13193,13261,1.000,0.333,0
13193,13269,0.000,0.333,0
13197,13197,1.000,0.625,1
13197,13249,0.000,0.625,1
13197,13259,0.000,0.625,1
13197,13261,1.000,0.625,1
13197,13269,0.000,0.625,1
13199,13199,0.000,0.000,0
13199,13231,0.000,0.000,0
13199,13255,0.000,0.000,0
13199,13285,0.000,0.000,0
13199,13293,0.000,0.000,0
13205,13205,0.000,0.000,0
13205,13321,0.000,0.000,0
13207,13207,0.000,0.000,0
13207,13293,0.000,0.000,0
13209,13209,0.000,0.500,0
13209,13279,1.000,0.500,0
13209,13283,1.000,0.500,0
13211,13211,0.000,0.167,0
13211,13217,0.000,0.167,0
13211,13219,1.000,0.167,0
13211,13237,0.000,0.167,0
13213,13213,0.000,0.000,0
13213,13313,0.000,0.000,0
13213,47011,0.000,0.000,0
13215,13215,1.000,1.000,1
13217,13217,0.000,0.000,0
13219,13219,1.000,1.000,1
13221,13265,0.000,0.000,0
13223,13223,0.000,0.000,0
13225,13269,0.000,0.000,0
13227,13227,0.000,0.000,0
13229,13229,0.000,0.000,0
13231,13231,0.000,0.000,0
13231,13255,0.000,0.000,0
13231,13293,0.000,0.000,0
13235,13235,0.000,0.000,0
13237,13237,0.000,0.000,0
13239,13239,0.000,0.000,0
13239,13259,0.000,0.000,0
13241,13241,0.000,0.000,0
13241,37113,0.000,0.000,0
13243,13259,0.000,0.000,0
13245,13245,1.000,0.500,0
13245,45003,0.000,0.500,0
13245,45037,0.000,0.500,0
13249,13249,0.000,0.250,0
13249,13261,1.000,0.250,0
13249,13269,0.000,0.250,0
13251,45049,0.000,0.000,0
13255,13255,0.000,0.000,0
13257,13257,0.000,0.000,0
13259,13259,0.000,0.000,0
13261,13261,1.000,1.000,1
13263,13269,0.000,0.000,0
13263,13293,0.000,0.000,0
13265,13265,0.000,0.000,0
13267,13267,0.000,0.500,0
13267,13279,1.000,0.500,0
13269,13269,0.000,0.000,0
13269,13293,0.000,0.000,0
13277,13321,0.000,0.000,0
13279,13279,1.000,1.000,1
13279,13283,1.000,1.000,1
13281,13311,0.000,0.000,0
13283,13283,1.000,1.000,1
13285,13285,0.000,0.000,0
13287,13321,0.000,0.000,0
13289,13289,0.000,0.000,0
13289,13319,0.000,0.000,0
13291,13311,0.000,0.000,0
13291,37039,0.000,0.000,0
13293,13293,0.000,0.000,0
13295,13295,0.000,0.250,0
13295,13313,0.000,0.250,0
13295,47065,1.000,0.250,0
13303,13319,0.000,0.000,0
13311,13311,0.000,0.000,0
13313,13313,0.000,0.250,0
13313,47011,0.000,0.250,0
13313,47065,1.000,0.250,0
13319,13319,0.000,0.000,0
13321,13321,0.000,0.000,0
15005,15009,0.000,0.000,0
15009,15009,0.000,0.000,0
16001,16027,0.000,0.000,0
16001,16039,0.000,0.000,0
16003,16049,0.000,0.400,0
16003,16085,1.000,0.400,0
16003,16087,0.000,0.400,0
16003,41001,0.000,0.400,0
16003,41063,1.000,0.400,0
16005,16011,0.000,0.000,0
16005,16071,0.000,0.000,0
16005,16077,0.000,0.000,0
16007,49005,1.000,0.500,0
16007,56023,0.000,0.500,0
16009,16009,0.000,0.375,0
16009,16057,1.000,0.375,0
16009,16079,0.000,0.375,0
16009,53063,1.000,0.375,0
16009,53075,1.000,0.375,0
16011,16011,0.000,0.000,0
16011,16019,0.000,0.000,0
16011,16051,0.000,0.000,0
16011,16077,0.000,0.000,0
16013,16031,0.000,0.000,0
16013,16037,0.000,0.000,0
16013,16039,0.000,0.000,0
16013,16077,0.000,0.000,0
16015,16037,0.000,0.333,0
16015,16039,0.000,0.333,0
16015,16085,1.000,0.333,0
16017,16021,0.000,0.333,0
16017,16079,0.000,0.333,0
16017,53063,1.000,0.333,0
16019,16019,0.000,0.250,0
16019,16051,0.000,0.250,0
16019,16081,1.000,0.250,0
16019,56023,0.000,0.250,0
16019,56039,1.000,0.250,0
16021,16021,0.000,0.000,0
16023,16037,0.000,0.000,0
16023,16051,0.000,0.000,0
16025,16039,0.000,0.000,0
16027,16027,0.000,0.000,0
16029,56023,0.000,0.000,0
16031,16031,0.000,0.000,0
16031,16053,0.000,0.000,0
16031,16071,0.000,0.000,0
16031,16077,0.000,0.000,0
16031,16083,0.000,0.000,0
16033,16051,0.000,0.000,0
16035,16035,0.000,0.167,0
16035,16049,0.000,0.167,0
16035,16057,1.000,0.167,0
16035,16079,0.000,0.167,0
16037,16037,0.000,0.250,0
16037,16039,0.000,0.250,0
16037,16085,1.000,0.250,0
16039,16039,0.000,0.000,0
16039,16083,0.000,0.000,0
16041,16071,0.000,0.500,0
16041,49005,1.000,0.500,0
16043,16051,0.000,0.750,1
16043,16081,1.000,0.750,1
16043,30057,1.000,0.750,1
16043,56039,1.000,0.750,1
16045,16085,1.000,0.500,0
16045,16087,0.000,0.500,0
16047,16053,0.000,0.000,0
16047,16083,0.000,0.000,0
16049,16049,0.000,0.500,0
16049,16085,1.000,0.500,0
16049,41063,1.000,0.500,0
16051,16051,0.000,0.000,0
16053,16053,0.000,0.000,0
16053,16083,0.000,0.000,0
16055,16079,0.000,0.500,0
16055,53063,1.000,0.500,0
16057,16057,1.000,0.750,1
16057,16079,0.000,0.750,1
16057,53075,1.000,0.750,1
16059,16085,1.000,1.000,1
16065,16081,1.000,1.000,1
16069,41063,1.000,0.667,1
16069,53003,0.000,0.667,1
16069,53075,1.000,0.667,1
16071,16071,0.000,0.250,0
16071,16077,0.000,0.250,0
16071,49005,1.000,0.250,0
16073,16083,0.000,0.000,0
16073,32013,0.000,0.000,0
16075,16087,0.000,0.000,0
16077,16077,0.000,0.000,0
16079,16079,0.000,0.000,0
16081,16081,1.000,1.000,1
16081,56039,1.000,1.000,1
16083,16083,0.000,0.000,0
16085,16085,1.000,1.000,1
16087,16087,0.000,0.000,0
16087,41001,0.000,0.000,0
17001,17001,0.000,0.000,0
17001,29127,0.000,0.000,0
17003,17003,1.000,0.667,1
17003,17153,0.000,0.667,1
17003,29133,1.000,0.667,1
17003,29201,0.000,0.667,1
17005,17027,0.000,0.000,0
17005,17119,0.000,0.000,0
17007,17007,0.000,0.000,0
17007,17141,0.000,0.000,0
17007,55105,0.000,0.000,0
17009,17137,0.000,0.000,0
17011,17011,0.000,0.000,0
17011,17073,0.000,0.000,0
17011,17099,0.000,0.000,0
17011,17103,0.000,0.000,0
17011,17155,0.000,0.000,0
17013,17013,0.000,0.500,0
17013,29183,1.000,0.500,0
17015,17141,0.000,0.000,0
17015,19045,0.000,0.000,0
17015,19097,0.000,0.000,0
17017,17125,0.000,0.250,0
17017,17129,0.000,0.250,0
17017,17137,0.000,0.250,0
17017,17167,1.000,0.250,0
17019,17019,1.000,0.700,1
17019,17041,0.000,0.700,1
17019,17053,0.000,0.700,1
17019,17113,1.000,0.700,1
17019,17147,0.000,0.700,1
17019,17183,1.000,0.700,1
17021,17021,0.000,0.500,0
17021,17115,1.000,0.500,0
17021,17167,1.000,0.500,0
17023,18153,0.000,0.000,0
17025,17025,0.000,0.000,0
17025,17191,0.000,0.000,0
17027,17027,0.000,0.000,0
17027,17119,0.000,0.000,0
17029,17041,0.000,0.000,0
17031,17097,1.000,0.500,0
17031,18127,0.000,0.500,0
17033,18153,0.000,0.000,0
17037,17093,0.000,0.000,0
17037,17099,0.000,0.000,0
17037,17103,0.000,0.000,0
17037,17141,0.000,0.000,0
17039,17039,0.000,0.250,0
17039,17107,0.000,0.250,0
17039,17113,1.000,0.250,0
17039,17115,1.000,0.250,0
17039,17147,0.000,0.250,0
17041,17041,0.000,0.250,0
17041,17147,0.000,0.250,0
17041,17183,1.000,0.250,0
17043,17093,0.000,0.000,0
17045,17183,1.000,0.500,0
17045,18165,0.000,0.500,0
17047,17191,0.000,0.000,0
17047,17193,0.000,0.000,0
17053,17053,0.000,0.333,0
17053,17091,0.000,0.333,0
17053,17113,1.000,0.333,0
17053,17183,1.000,0.333,0
17055,17065,0.000,0.333,0
17055,17077,1.000,0.333,0
17055,17199,0.000,0.333,0
17057,17095,0.000,0.200,0
17057,17125,0.000,0.200,0
17057,17143,1.000,0.200,0
17057,17179,0.000,0.200,0
17057,17187,0.000,0.200,0
17059,17059,0.000,0.000,0
17059,17065,0.000,0.000,0
17059,17069,0.000,0.000,0
17059,17193,0.000,0.000,0
17059,21225,0.000,0.000,0
17061,17117,0.000,0.000,0
17061,17137,0.000,0.000,0
17063,17091,0.000,0.000,0
17063,17093,0.000,0.000,0
17063,17099,0.000,0.000,0
17065,17065,0.000,0.000,0
17065,17191,0.000,0.000,0
17065,17193,0.000,0.000,0
17067,17071,0.000,0.000,0
17067,29045,0.000,0.000,0
17069,17069,0.000,0.000,0
17069,21225,0.000,0.000,0
17071,17071,0.000,0.000,0
17071,17187,0.000,0.000,0
17071,19057,0.000,0.000,0
17073,17073,0.000,0.000,0
17073,17095,0.000,0.000,0
17073,17161,0.000,0.000,0
17075,17091,0.000,0.250,0
17075,17183,1.000,0.250,0
17075,18007,0.000,0.250,0
17075,18111,0.000,0.250,0
17077,17077,1.000,0.500,0
17077,17157,0.000,0.500,0
17077,17199,0.000,0.500,0
17081,17191,0.000,0.000,0
17083,17117,0.000,0.333,0
17083,17119,0.000,0.333,0
17083,29183,1.000,0.333,0
17085,19061,0.000,0.000,0
17085,19097,0.000,0.000,0
17087,17153,0.000,0.000,0
17087,17199,0.000,0.000,0
17089,17093,0.000,0.000,0
17091,17091,0.000,0.000,0
17091,18111,0.000,0.000,0
17093,17093,0.000,0.000,0
17093,17099,0.000,0.000,0
17095,17095,0.000,0.250,0
17095,17143,1.000,0.250,0
17095,17187,0.000,0.250,0
17097,17097,1.000,0.500,0
17097,26159,0.000,0.500,0
17097,55059,0.000,0.500,0
17099,17099,0.000,0.000,0
17099,17103,0.000,0.000,0
17099,17155,0.000,0.000,0
17099,17203,0.000,0.000,0
17103,17103,0.000,0.000,0
17103,17141,0.000,0.000,0
17105,17113,1.000,0.500,0
17105,17203,0.000,0.500,0
17107,17107,0.000,0.250,0
17107,17113,1.000,0.250,0
17107,17115,1.000,0.250,0
17107,17125,0.000,0.250,0
17107,17129,0.000,0.250,0
17107,17167,1.000,0.250,0
17107,17179,0.000,0.250,0
17109,17187,0.000,0.000,0
17111,55059,0.000,0.000,0
17113,17113,1.000,0.500,0
17113,17147,0.000,0.500,0
17113,17179,0.000,0.500,0
17113,17203,0.000,0.500,0
17115,17115,1.000,0.750,1
17115,17147,0.000,0.750,1
17115,17167,1.000,0.750,1
17117,17117,0.000,0.167,0
17117,17119,0.000,0.167,0
17117,17137,0.000,0.167,0
17117,17167,1.000,0.167,0
17119,17119,0.000,0.500,0
17119,29183,1.000,0.500,0
17119,29189,1.000,0.500,0
17121,17191,0.000,0.000,0
17123,17143,1.000,0.333,0
17123,17155,0.000,0.333,0
17123,17203,0.000,0.333,0
17125,17125,0.000,0.000,0
17125,17129,0.000,0.000,0
17125,17179,0.000,0.000,0
17127,17153,0.000,0.000,0
17129,17129,0.000,0.500,0
17129,17167,1.000,0.500,0
17131,17161,0.000,0.000,0
17131,17187,0.000,0.000,0
17131,19057,0.000,0.000,0
17133,17157,0.000,0.500,0
17133,29189,1.000,0.500,0
17135,17167,1.000,1.000,1
17137,17137,0.000,0.500,0
17137,17167,1.000,0.500,0
17139,17147,0.000,0.000,0
17141,17141,0.000,0.000,0
17143,17143,1.000,0.500,0
17143,17179,0.000,0.500,0
17143,17203,0.000,0.500,0
17145,17157,0.000,0.000,0
17147,17147,0.000,0.000,0
17149,29127,0.000,0.000,0
17151,17199,0.000,0.000,0
17153,17153,0.000,0.000,0
17155,17155,0.000,0.000,0
17157,17157,0.000,0.000,0
17159,17191,0.000,0.000,0
17161,17161,0.000,0.000,0
17161,19045,0.000,0.000,0
17163,29189,1.000,1.000,1
17165,17199,0.000,0.000,0
17167,17167,1.000,1.000,1
17179,17179,0.000,0.000,0
17179,17203,0.000,0.000,0
17181,17199,0.000,0.000,0
17183,17183,1.000,0.500,0
17183,18007,0.000,0.500,0
17183,18165,0.000,0.500,0
17185,17193,0.000,0.000,0
17185,18051,0.000,0.000,0
17187,17187,0.000,0.000,0
17191,17191,0.000,0.000,0
17191,17193,0.000,0.000,0
17193,17193,0.000,0.000,0
17193,18051,0.000,0.000,0
17195,19045,0.000,0.000,0
17199,17199,0.000,0.000,0
17201,55105,0.000,0.000,0
17203,17203,0.000,0.000,0
18001,18003,1.000,0.250,0
18001,18075,0.000,0.250,0
18001,39107,0.000,0.250,0
18001,39161,0.000,0.250,0
18003,18003,1.000,0.500,0
18003,18113,0.000,0.500,0
18003,18183,0.000,0.500,0
18003,39039,0.000,0.500,0
18003,39161,0.000,0.500,0
18005,18005,1.000,0.600,1
18005,18013,1.000,0.600,1
18005,18071,0.000,0.600,1
18005,18079,0.000,0.600,1
18005,18081,0.000,0.600,1
18005,18145,0.000,0.600,1
18007,18007,0.000,0.167,0
18007,18073,0.000,0.167,0
18007,18111,0.000,0.167,0
18007,18157,1.000,0.167,0
18009,18009,0.000,0.000,0
18009,18075,0.000,0.000,0
18011,18023,0.000,0.667,1
18011,18057,1.000,0.667,1
18011,18063,1.000,0.667,1
18013,18013,1.000,0.625,1
18013,18071,0.000,0.625,1
18013,18081,0.000,0.625,1
18013,18105,1.000,0.625,1
18013,18109,0.000,0.625,1
18015,18017,0.000,0.333,0
18015,18023,0.000,0.333,0
18015,18157,1.000,0.333,0
18017,18017,0.000,0.000,0
18017,18049,0.000,0.000,0
18019,18043,0.000,0.333,0
18019,21111,1.000,0.333,0
18019,21223,0.000,0.333,0
18021,18021,0.000,0.000,0
18021,18055,0.000,0.000,0
18021,18119,0.000,0.000,0
18021,18121,0.000,0.000,0
18021,18133,0.000,0.000,0
18021,18153,0.000,0.000,0
18023,18023,0.000,0.333,0
18023,18057,1.000,0.333,0
18023,18157,1.000,0.333,0
18023,18159,0.000,0.333,0
18025,18123,0.000,0.000,0
18027,18055,0.000,0.000,0
18029,18029,0.000,0.167,0
18029,18115,0.000,0.167,0
18029,39017,0.000,0.167,0
18029,39061,1.000,0.167,0
18031,18079,0.000,0.000,0
18031,18145,0.000,0.000,0
18033,18087,0.000,0.000,0
18033,18113,0.000,0.000,0
18033,39039,0.000,0.000,0
18035,18065,0.000,0.000,0
18035,18075,0.000,0.000,0
18035,18095,0.000,0.000,0
18035,18135,0.000,0.000,0
18037,18123,0.000,0.000,0
18039,18039,0.000,0.000,0
18039,18087,0.000,0.000,0
18039,18113,0.000,0.000,0
18041,18041,0.000,0.000,0
18041,18065,0.000,0.000,0
18043,18043,0.000,0.500,0
18043,21111,1.000,0.500,0
18045,18045,0.000,0.167,0
18045,18121,0.000,0.167,0
18045,18157,1.000,0.167,0
18045,18165,0.000,0.167,0
18047,39017,0.000,0.500,0
18047,39061,1.000,0.500,0
18049,18049,0.000,0.000,0
18051,18051,0.000,0.000,0
18051,18163,0.000,0.000,0
18053,18095,0.000,0.000,0
18053,18159,0.000,0.000,0
18055,18055,0.000,0.167,0
18055,18105,1.000,0.167,0
18055,18119,0.000,0.167,0
18055,18153,0.000,0.167,0
18057,18057,1.000,0.500,0
18057,18095,0.000,0.500,0
18057,18159,0.000,0.500,0
18059,18065,0.000,0.000,0
18059,18095,0.000,0.000,0
18059,18145,0.000,0.000,0
18061,21093,0.000,0.500,0
18061,21111,1.000,0.500,0
18063,18063,1.000,0.500,0
18063,18109,0.000,0.500,0
18063,18133,0.000,0.500,0
18065,18065,0.000,0.000,0
18065,18095,0.000,0.000,0
18065,18135,0.000,0.000,0
18067,18159,0.000,0.000,0
18069,18183,0.000,0.000,0
18071,18071,0.000,0.250,0
18071,18079,0.000,0.250,0
18071,18105,1.000,0.250,0
18073,18073,0.000,0.000,0
18073,18091,0.000,0.000,0
18073,18111,0.000,0.000,0
18073,18127,0.000,0.000,0
18075,18075,0.000,0.000,0
18075,18135,0.000,0.000,0
18075,39107,0.000,0.000,0
18077,18079,0.000,0.000,0
18077,18155,0.000,0.000,0
18077,21041,0.000,0.000,0
18077,21223,0.000,0.000,0
18079,18079,0.000,0.000,0
18081,18081,0.000,0.000,0
18081,18109,0.000,0.000,0
18081,18145,0.000,0.000,0
18083,18153,0.000,0.000,0
18085,18113,0.000,0.000,0
18085,18183,0.000,0.000,0
18087,18087,0.000,0.000,0
18087,18113,0.000,0.000,0
18089,18111,0.000,0.000,0
18089,18127,0.000,0.000,0
18091,18091,0.000,0.000,0
18091,18127,0.000,0.000,0
18093,18105,1.000,1.000,1
18095,18095,0.000,0.000,0
18095,18159,0.000,0.000,0
18097,18109,0.000,0.000,0
18097,18145,0.000,0.000,0
18105,18105,1.000,0.500,0
18105,18109,0.000,0.500,0
18105,18119,0.000,0.500,0
18107,18121,0.000,0.333,0
18107,18133,0.000,0.333,0
18107,18157,1.000,0.333,0
18109,18109,0.000,0.000,0
18109,18119,0.000,0.000,0
18109,18133,0.000,0.000,0
18111,18111,0.000,0.000,0
18113,18113,0.000,0.000,0
18113,18183,0.000,0.000,0
18115,18115,0.000,0.000,0
18115,18155,0.000,0.000,0
18119,18119,0.000,0.000,0
18119,18133,0.000,0.000,0
18121,18121,0.000,0.000,0
18121,18133,0.000,0.000,0
18121,18165,0.000,0.000,0
18123,18123,0.000,0.000,0
18123,21027,0.000,0.000,0
18127,18127,0.000,0.000,0
18129,18163,0.000,0.000,0
18129,21225,0.000,0.000,0
18133,18133,0.000,0.000,0
18135,18135,0.000,0.000,0
18137,18155,0.000,0.000,0
18139,18145,0.000,0.000,0
18145,18145,0.000,0.000,0
18151,26059,0.000,0.000,0
18153,18153,0.000,0.000,0
18155,18155,0.000,0.000,0
18155,21041,0.000,0.000,0
18155,21077,0.000,0.000,0
18157,18157,1.000,1.000,1
18159,18159,0.000,0.000,0
18161,39017,0.000,0.000,0
18163,18163,0.000,0.000,0
18165,18165,0.000,0.000,0
18169,18183,0.000,0.000,0
18183,18183,0.000,0.000,0
19001,19009,0.000,0.000,0
19003,19145,0.000,0.000,0
19005,55023,0.000,0.000,0
19005,55123,0.000,0.000,0
19007,19007,0.000,0.000,0
19007,19051,0.000,0.000,0
19007,19179,0.000,0.000,0
19007,29171,0.000,0.000,0
19007,29197,0.000,0.000,0
19009,19009,0.000,0.000,0
19009,19027,0.000,0.000,0
19009,19047,0.000,0.000,0
19009,19165,0.000,0.000,0
19011,19019,0.000,0.200,0
19011,19095,0.000,0.200,0
19011,19103,1.000,0.200,0
19011,19113,0.000,0.200,0
19011,19157,0.000,0.200,0
19013,19019,0.000,0.000,0
19013,19075,0.000,0.000,0
19015,19079,0.000,0.333,0
19015,19169,1.000,0.333,0
19015,19187,0.000,0.333,0
19017,19019,0.000,0.000,0
19017,19037,0.000,0.000,0
19019,19019,0.000,0.000,0
19019,19055,0.000,0.000,0
19019,19113,0.000,0.000,0
19021,19025,0.000,0.000,0
19021,19035,0.000,0.000,0
19021,19093,0.000,0.000,0
19021,19141,0.000,0.000,0
19021,19147,0.000,0.000,0
19023,19037,0.000,0.000,0
19023,19069,0.000,0.000,0
19023,19075,0.000,0.000,0
19025,19025,0.000,0.000,0
19025,19027,0.000,0.000,0
19025,19187,0.000,0.000,0
19027,19027,0.000,0.000,0
19027,19047,0.000,0.000,0
19027,19165,0.000,0.000,0
19029,19155,0.000,0.000,0
19029,19165,0.000,0.000,0
19031,19031,0.000,0.167,0
19031,19045,0.000,0.167,0
19031,19103,1.000,0.167,0
19031,19113,0.000,0.167,0
19033,19069,0.000,0.000,0
19033,19189,0.000,0.000,0
19033,19195,0.000,0.000,0
19035,19035,0.000,0.000,0
19035,19093,0.000,0.000,0
19035,19141,0.000,0.000,0
19035,19149,0.000,0.000,0
19035,19167,0.000,0.000,0
19035,19193,0.000,0.000,0
19037,19037,0.000,0.000,0
19039,19039,0.000,0.000,0
19039,19053,0.000,0.000,0
19039,19181,0.000,0.000,0
19041,19141,0.000,0.000,0
19041,19143,0.000,0.000,0
19041,19147,0.000,0.000,0
19043,19055,0.000,0.000,0
19043,19061,0.000,0.000,0
19043,55023,0.000,0.000,0
19045,19045,0.000,0.000,0
19045,19097,0.000,0.000,0
19047,19047,0.000,0.000,0
19047,19085,0.000,0.000,0
19047,19093,0.000,0.000,0
19047,19133,0.000,0.000,0
19047,19165,0.000,0.000,0
19047,19193,0.000,0.000,0
19049,19181,0.000,0.000,0
19051,19051,0.000,0.000,0
19051,19177,0.000,0.000,0
19051,19179,0.000,0.000,0
19051,29197,0.000,0.000,0
19053,19053,0.000,0.000,0
19053,29081,0.000,0.000,0
19053,29129,0.000,0.000,0
19055,19055,0.000,0.000,0
19055,19061,0.000,0.000,0
19055,19113,0.000,0.000,0
19057,19057,0.000,0.000,0
19059,19141,0.000,0.000,0
19059,19143,0.000,0.000,0
19059,19147,0.000,0.000,0
19059,27063,0.000,0.000,0
19061,19061,0.000,0.000,0
19061,19097,0.000,0.000,0
19063,19109,0.000,0.000,0
19063,19147,0.000,0.000,0
19063,27063,0.000,0.000,0
19063,27091,0.000,0.000,0
19067,19069,0.000,0.000,0
19069,19069,0.000,0.000,0
19069,19075,0.000,0.000,0
19069,19079,0.000,0.000,0
19071,19145,0.000,0.000,0
19073,19187,0.000,0.000,0
19075,19075,0.000,0.000,0
19075,19127,0.000,0.000,0
19079,19079,0.000,0.250,0
19079,19169,1.000,0.250,0
19079,19187,0.000,0.250,0
19081,19091,0.000,0.000,0
19081,19109,0.000,0.000,0
19081,19189,0.000,0.000,0
19081,19195,0.000,0.000,0
19083,19127,0.000,0.500,0
19083,19169,1.000,0.500,0
19085,19085,0.000,0.000,0
19085,19133,0.000,0.000,0
19085,19155,0.000,0.000,0
19085,19165,0.000,0.000,0
19087,19177,0.000,0.000,0
19089,27045,0.000,0.000,0
19091,19091,0.000,0.000,0
19091,19109,0.000,0.000,0
19091,19147,0.000,0.000,0
19091,19187,0.000,0.000,0
19093,19093,0.000,0.000,0
19093,19133,0.000,0.000,0
19093,19193,0.000,0.000,0
19095,19095,0.000,0.167,0
19095,19103,1.000,0.167,0
19095,19113,0.000,0.167,0
19095,19157,0.000,0.167,0
19097,19097,0.000,0.000,0
